TIMESTAMP	COST
1494862217.82	111097
1494862235.83	111097
1494862253.85	111097
1494862271.87	111097
1494862289.89	111097
1494862307.91	111097
1494862325.92	111097
1494862343.94	111097
1494862361.96	111097
1494862379.98	111097
1494862398.0	111097
1494862416.01	111097
1494862434.03	111097
1494862452.05	111097
1494862470.07	111097
1494862488.08	111097
1494862506.1	111097
1494862524.12	111097
1494862542.14	111097
1494862560.16	111097
